Price_per_GB,Price_per_TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML,,,,
$0.14 ,$137 ,$22 ,16 GB x10,,USB,Flash,New,10 Pack DataOcean 16GB USB 2.0 Flash Drive Memory Stick Thumb Drives (10 Colors),"<a href=""https://www.amazon.com/dp/B0932S5GS3"">10 Pack DataOcean 16GB USB 2.0 Flash Drive Memory Stick Thumb Drives (10 Colors)</a>",,,,
$0.14 ,$137 ,$55 ,400 GB,,Tape,LTO-3,New,HPE Standard Storage Media - LTO Ultrium Green (Q2078A),"<a href=""https://www.amazon.com/dp/B078J22TMZ"">HPE Standard Storage Media - LTO Ultrium Green (Q2078A)</a>","<a href=""https://www.amazon.com/dp/B0788SKQRN"">HPE Standard Storage Media - LTO Ultrium Green (Q2078A)</a>","<a href=""https://www.amazon.com/dp/B0788SKQRN"">HPE Standard Storage Media - LTO Ultrium Green (Q2078A)</a>",,
$0.14 ,$137 ,$550 ,4 TB,,M.2,NVMe,New,OWC Envoy Pro FX 4TB Portable NVMe M.2 SSD,"<a href=""https://www.amazon.com/dp/B0B96PKM2J"">OWC Envoy Pro FX 4TB Portable NVMe M.2 SSD</a>",,,,
$0.14 ,$138 ,$69 ,500 GB,,"Internal 3.5""",HDD,Used,Samsung SpinPoint HD501LJ 500GB SATA/300 7200RPM 16MB Hard Drive,"<a href=""https://www.amazon.com/dp/B00187M6L0"">Samsung SpinPoint HD501LJ 500GB SATA/300 7200RPM 16MB Hard Drive</a>",,,,
$0.14 ,$139 ,$9 ,64 GB,,USB,Flash,New,SanDisk 64GB Ultra USB 3.0 Flash Drive - SDCZ48-064G-UAM46,"<a href=""https://www.amazon.com/dp/B00KYK2ABI"">SanDisk 64GB Ultra USB 3.0 Flash Drive - SDCZ48-064G-UAM46</a>","<a href=""https://www.amazon.com/dp/B00KYK2ABI"">SanDisk 64GB Ultra USB 3.0 Flash Drive - SDCZ48-064G-UAM46</a>",,,
$0.14 ,$140 ,$70 ,500 GB,5 years,M.2,NVMe,New,Kingston Fury Renegade 500GB PCIe Gen 4.0 NVMe M.2 Internal Gaming SSD with Heat Sink | PS5 Ready | Up to 7300MB/s | SFYRSK/500G,"<a href=""https://www.amazon.com/dp/B0BJL4SVB1"">Kingston Fury Renegade 500GB PCIe Gen 4.0 NVMe M.2 Internal Gaming SSD with Heat Sink | PS5 Ready | Up to 7300MB/s | SFYRSK/500G</a>",,,,
$0.14 ,$140 ,$35 ,250 GB,,"Internal 3.5""",HDD,New,WESTERN DIGITAL WD2500AAKX Caviar Blue 250GB 7200 RPM 16MB cache SATA 6.0Gb/s 3.5 internal hard drive,"<a href=""https://www.amazon.com/dp/B00EGSGDXK"">WESTERN DIGITAL WD2500AAKX Caviar Blue 250GB 7200 RPM 16MB cache SATA 6.0Gb/s 3.5 internal hard drive</a>","<a href=""https://www.amazon.com/dp/B00EGSGDXK"">WESTERN DIGITAL WD2500AAKX Caviar Blue 250GB 7200 RPM 16MB cache SATA 6.0Gb/s 3.5 internal hard drive</a>",,,
$0.14 ,$140 ,$70 ,500 GB,5 years,M.2,NVMe,Used,"SK hynix Platinum P41 500GB PCIe NVMe Gen4 M.2 2280 Internal Gaming SSD, Up to 7,000MB/S, Compact M.2 SSD Form Factor SSD - Internal Solid State Drive with 176-Layer NAND Flash","<a href=""https://www.amazon.com/dp/B09QX5K5LS"">SK hynix Platinum P41 500GB PCIe NVMe Gen4 M.2 2280 Internal Gaming SSD, Up to 7,000MB/S, Compact M.2 SSD Form Factor SSD - Internal Solid State Drive with 176-Layer NAND Flash</a>","<a href=""https://www.amazon.com/dp/B09QX5K5LS"">SK hynix Platinum P41 500GB PCIe NVMe Gen4 M.2 2280 Internal Gaming SSD, Up to 7,000MB/S, Compact M.2 SSD Form Factor SSD - Internal Solid State Drive with 176-Layer NAND Flash</a>",,,
$0.14 ,$140 ,$560 ,4 TB,5 years,M.2,NVMe,New,"Crucial New 2024 T705 4TB PCIe Gen5 NVMe M.2 SSD with Heatsink - Up to 14,100 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT4000T705SSD5","<a href=""https://www.amazon.com/dp/B0CTRRFXC5"">Crucial New 2024 T705 4TB PCIe Gen5 NVMe M.2 SSD with Heatsink - Up to 14,100 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT4000T705SSD5</a>",,,,
$0.14 ,$140 ,$30 ,8.5 GB x25,1 year,Optical,DVD-R,New,Memorex 8.5GB 8X Double Layer DVD+R 25pk Spindle,"<a href=""https://www.amazon.com/dp/B000UWYM5C"">Memorex 8.5GB 8X Double Layer DVD+R 25pk Spindle</a>",,,,
$0.14 ,$140 ,$36 ,256 GB,,M.2,NVMe,Used,MZ-VLW2560 PM961 256GB M.2 2280 PCI-Express 3.0 x4 NVMe SSD Solid State Drive MZVLW256HEHP-000H1,"<a href=""https://www.amazon.com/dp/B08LNR8C1H"">MZ-VLW2560 PM961 256GB M.2 2280 PCI-Express 3.0 x4 NVMe SSD Solid State Drive MZVLW256HEHP-000H1</a>",,,,
$0.14 ,$140 ,$9 ,64 GB,10 years,SD,Flash,Used,"SanDisk 64GB Ultra SDXC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-064G-GN6IN [Older Version]","<a href=""https://www.amazon.com/dp/B08GY1QYXP"">SanDisk 64GB Ultra SDXC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-064G-GN6IN [Older Version]</a>","<a href=""https://www.amazon.com/dp/B08GY1QYXP"">SanDisk 64GB Ultra SDXC UHS-I Memory Card - 120MB/s, C10, U1, Full HD, SD Card - SDSDUN4-064G-GN6IN [Older Version]</a>",,,
$0.14 ,$141 ,$18 ,128 GB,3 years,Internal,SSD,New,"fanxiang S100 SSD SATA III 2.5"" 128GB Internal Solid State Drive 3D NAND TLC 6Gb/s Compatible with Laptop and Desktop","<a href=""https://www.amazon.com/dp/B0BX612GB7"">fanxiang S100 SSD SATA III 2.5"" 128GB Internal Solid State Drive 3D NAND TLC 6Gb/s Compatible with Laptop and Desktop</a>",,,,
$0.14 ,$141 ,$18 ,128 GB,,SD,Flash,New,"Lexar 128GB Professional 1066x SDXC Memory Card, UHS-I, C10, U3, V30, Full-HD & 4K Video, Up To 160MB/s Read, for DSLR and Mirrorless Cameras (LSD1066128G-BNNNU)","<a href=""https://www.amazon.com/dp/B08R5L3R7G"">Lexar 128GB Professional 1066x SDXC Memory Card, UHS-I, C10, U3, V30, Full-HD & 4K Video, Up To 160MB/s Read, for DSLR and Mirrorless Cameras (LSD1066128G-BNNNU)</a>",,,,
$0.14 ,$141 ,$36 ,256 GB,2 years,USB,Flash,New,PNY 256GB PRO Elite V2 USB 3.2 Gen 2 Flash Drive – 600MB/s,"<a href=""https://www.amazon.com/dp/B0BLJ148PQ"">PNY 256GB PRO Elite V2 USB 3.2 Gen 2 Flash Drive – 600MB/s</a>","<a href=""https://www.amazon.com/dp/B0BLJ148PQ"">PNY 256GB PRO Elite V2 USB 3.2 Gen 2 Flash Drive – 600MB/s</a>",,,
$0.14 ,$141 ,$9 ,64 GB,,SD,Flash,New,"Lexar 64GB Professional 1066x SDXC Memory Card, UHS-I, C10, U3, V30, Full-HD & 4K Video, Up To 160MB/s Read, for DSLR and Mirrorless Cameras (LSD1066064G-BNNNU)","<a href=""https://www.amazon.com/dp/B08R59W514"">Lexar 64GB Professional 1066x SDXC Memory Card, UHS-I, C10, U3, V30, Full-HD & 4K Video, Up To 160MB/s Read, for DSLR and Mirrorless Cameras (LSD1066064G-BNNNU)</a>",,,,
$0.14 ,$141 ,$45 ,16 GB x20,3 years,USB,Flash,New,"16GB Bulk USB Flash Drives 20 Pack, EASTBULL USB 2.0 Swivel USB Stick Pack Metal Gig Stick Pen Memory Stick Fold Storage (Blue)","<a href=""https://www.amazon.com/dp/B07RN4X3N9"">16GB Bulk USB Flash Drives 20 Pack, EASTBULL USB 2.0 Swivel USB Stick Pack Metal Gig Stick Pen Memory Stick Fold Storage (Blue)</a>",,,,
$0.14 ,$141 ,$282 ,2 TB,5 years,M.2,NVMe,New,"Crucial New 2024 T705 2TB PCIe Gen5 NVMe M.2 SSD with Heatsink - Up to 14,500 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT2000T705SSD5","<a href=""https://www.amazon.com/dp/B0CTS93WML"">Crucial New 2024 T705 2TB PCIe Gen5 NVMe M.2 SSD with Heatsink - Up to 14,500 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT2000T705SSD5</a>",,,,
$0.14 ,$141 ,$30 ,8.5 GB x25,,Optical,DVD-R,New,"TDK Double Layer DVD+R 25 Pack Discs with 8.5 GB of Data, 8x Recording Speed, and 4 Hours of Video in Cakebox","<a href=""https://www.amazon.com/dp/B000TG6WVG"">TDK Double Layer DVD+R 25 Pack Discs with 8.5 GB of Data, 8x Recording Speed, and 4 Hours of Video in Cakebox</a>",,,,
$0.14 ,$141 ,"$1,085 ",7.7 TB,,Internal,SSD,New,Micron Mtfddak7t6tds-1Aw1za 5300 Pro Mtfddak7t6tds-1Aw1zabyy 7.68Tb Sata/600 Internal Solid State Drive,"<a href=""https://www.amazon.com/dp/B083QKDG6D"">Micron Mtfddak7t6tds-1Aw1za 5300 Pro Mtfddak7t6tds-1Aw1zabyy 7.68Tb Sata/600 Internal Solid State Drive</a>","<a href=""https://www.amazon.com/dp/B083QKDG6D"">Micron Mtfddak7t6tds-1Aw1za 5300 Pro Mtfddak7t6tds-1Aw1zabyy 7.68Tb Sata/600 Internal Solid State Drive</a>",,,
$0.14 ,$141 ,$23 ,32 GB x5,,SD,Flash,Used,"PNY 32GB Elite Class 10 U1 V10 SDHC Flash Memory Card - 100MB/s Read, Class 10, U1 Full HD, UHS-I, Full Size SD (Pack of 5)","<a href=""https://www.amazon.com/dp/B0BDTMZ8CQ"">PNY 32GB Elite Class 10 U1 V10 SDHC Flash Memory Card - 100MB/s Read, Class 10, U1 Full HD, UHS-I, Full Size SD (Pack of 5)</a>","<a href=""https://www.amazon.com/dp/B0BDTMZ8CQ"">PNY 32GB Elite Class 10 U1 V10 SDHC Flash Memory Card - 100MB/s Read, Class 10, U1 Full HD, UHS-I, Full Size SD (Pack of 5)</a>",,,
$0.14 ,$141 ,$20 ,4.7 GB x30,,Optical,DVD-RW,Used,"Verbatim DVD+RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 94834,Silver","<a href=""https://www.amazon.com/dp/B0002IQ162"">Verbatim DVD+RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 94834,Silver</a>","<a href=""https://www.amazon.com/dp/B0002IQ162"">Verbatim DVD+RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 94834,Silver</a>",,,
$0.14 ,$142 ,$20 ,4.7 GB x30,,Optical,DVD-RW,New,Verbatim DVD-RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 95179,"<a href=""https://www.amazon.com/dp/B000YTRUP0"">Verbatim DVD-RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 95179</a>","<a href=""https://www.amazon.com/dp/B000YTRUP0"">Verbatim DVD-RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 95179</a>",,,
$0.14 ,$142 ,$142 ,1 TB,5 years,M.2,NVMe,Used,"Western Digital 1TB SN850 NVMe SSD for PS5 Consoles Solid State Drive with Heatsink - Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDBBKW0010BBK-WRSN","<a href=""https://www.amazon.com/dp/B0B4SQB1HY"">Western Digital 1TB SN850 NVMe SSD for PS5 Consoles Solid State Drive with Heatsink - Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDBBKW0010BBK-WRSN</a>","<a href=""https://www.amazon.com/dp/B0B4SQB1HY"">Western Digital 1TB SN850 NVMe SSD for PS5 Consoles Solid State Drive with Heatsink - Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDBBKW0010BBK-WRSN</a>",,,
$0.14 ,$143 ,"$1,096 ",7.7 TB,,U.2/U.3,NVMe,New,7.68TB Enterprise SSD U.2 NVMe,"<a href=""https://www.amazon.com/dp/B0B7Y4TFJR"">7.68TB Enterprise SSD U.2 NVMe</a>",,,,
$0.14 ,$143 ,$143 ,1 TB,5 years,M.2,NVMe,New,"WD_BLACK 1TB SN850P NVMe M.2 SSD Officially Licensed Storage Expansion for PS5 Consoles, up to 7,300MB/s, with heatsink - WDBBYV0010BNC-WRSN","<a href=""https://www.amazon.com/dp/B0C48B3RGL"">WD_BLACK 1TB SN850P NVMe M.2 SSD Officially Licensed Storage Expansion for PS5 Consoles, up to 7,300MB/s, with heatsink - WDBBYV0010BNC-WRSN</a>",,,,
$0.14 ,$143 ,$20 ,4.7 GB x30,,Optical,DVD-RW,New,"Verbatim DVD+RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 94834,Silver","<a href=""https://www.amazon.com/dp/B0002IQ162"">Verbatim DVD+RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 94834,Silver</a>","<a href=""https://www.amazon.com/dp/B0002IQ162"">Verbatim DVD+RW Blank Discs 4.7GB 4X Recordable Discs - 30pk Spindle 94834,Silver</a>",,,
$0.14 ,$143 ,$7 ,50 GB,,Optical,BD-RE,New,1 Pack Arita BD-RE DL Rewritable 50GB Double Layers 2X 260Min White Inkjet Hub Printable Blank Disc w/Jewel Case,"<a href=""https://www.amazon.com/dp/B08VTR51P7"">1 Pack Arita BD-RE DL Rewritable 50GB Double Layers 2X 260Min White Inkjet Hub Printable Blank Disc w/Jewel Case</a>",,,,
$0.14 ,$143 ,"$1,099 ",7.7 TB,,Internal,SSD,New,Micron 5210 Ion SSD | MTFDDAK7T6QDE | 7.68TB | Qlc | SATA 6GB/S | 2.5-Inch Enterprise Solid State Drive,"<a href=""https://www.amazon.com/dp/B07JQ2F2WG"">Micron 5210 Ion SSD | MTFDDAK7T6QDE | 7.68TB | Qlc | SATA 6GB/S | 2.5-Inch Enterprise Solid State Drive</a>",,,,
$0.14 ,$143 ,"$1,099 ",7.7 TB,,"Internal 2.5""",HDD,New,"Micron 5210 Ion Enterprise SSD, 7.68TB 6Gb/s 2.5"" SATA SSD, Compatible with Dell PowerEdge R430, R630, R730, R730XD, R830, R930, T430, T440 and T630 Servers","<a href=""https://www.amazon.com/dp/B07WWGNSH2"">Micron 5210 Ion Enterprise SSD, 7.68TB 6Gb/s 2.5"" SATA SSD, Compatible with Dell PowerEdge R430, R630, R730, R730XD, R830, R930, T430, T440 and T630 Servers</a>",,,,
$0.14 ,$143 ,"$1,100 ",7.7 TB,5 years,External,SSD,Used,"SanDisk Professional 7.68TB G-DRIVE PRO STUDIO SSD - Enterprise-Class Desktop NVMe SSD, Ultrastar SSD Inside, Up to 2600MB/s, Thunderbolt 3 - SDPS71F-007T-NBAAD","<a href=""https://www.amazon.com/dp/B09WH1X1XJ"">SanDisk Professional 7.68TB G-DRIVE PRO STUDIO SSD - Enterprise-Class Desktop NVMe SSD, Ultrastar SSD Inside, Up to 2600MB/s, Thunderbolt 3 - SDPS71F-007T-NBAAD</a>",,,,
$0.14 ,$143 ,$275 ,1.9 TB,3 years,External,SSD,New,Kingston IronKey Vault Privacy 80 1.92TB External SSD | FIPS 197 | XTS-AES 256GB Encrypted | Touch Screen PIN | Secure Data Protection | IKVP80ES/1920G,"<a href=""https://www.amazon.com/dp/B0B1W53S3X"">Kingston IronKey Vault Privacy 80 1.92TB External SSD | FIPS 197 | XTS-AES 256GB Encrypted | Touch Screen PIN | Secure Data Protection | IKVP80ES/1920G</a>","<a href=""https://www.amazon.com/dp/B0B1W53S3X"">Kingston IronKey Vault Privacy 80 1.92TB External SSD | FIPS 197 | XTS-AES 256GB Encrypted | Touch Screen PIN | Secure Data Protection | IKVP80ES/1920G</a>",,,
$0.14 ,$143 ,$20 ,4.7 GB x30,,Optical,DVD-RW,New,Verbatim DVD+RW Discs 4.7GB 4x Spindle 30/Pack VER94834,"<a href=""https://www.amazon.com/dp/B07HM7F42Q"">Verbatim DVD+RW Discs 4.7GB 4x Spindle 30/Pack VER94834</a>","<a href=""https://www.amazon.com/dp/B00JN66PTW"">Verbatim DVD+RW Discs 4.7GB 4x Spindle 30/Pack VER94834</a>",,,
$0.14 ,$143 ,$20 ,4.7 GB x30,,Optical,DVD-RW,New,Verbatim DVD+RW Discs 4.7GB 4x Spindle 30/Pack VER94834,"<a href=""https://www.amazon.com/dp/B07HM7F42Q"">Verbatim DVD+RW Discs 4.7GB 4x Spindle 30/Pack VER94834</a>","<a href=""https://www.amazon.com/dp/B00JN66PTW"">Verbatim DVD+RW Discs 4.7GB 4x Spindle 30/Pack VER94834</a>",,,
$0.14 ,$143 ,$73 ,512 GB,5 years,M.2,NVMe,New,"XPG 512GB GAMMIX S70 Blade - Works with Playstation 5, PCIe Gen4 M.2 2280 Internal Gaming SSD Up to 7,400 MB/s (AGAMMIXS70B-512G-CS)","<a href=""https://www.amazon.com/dp/B09K4L3W6D"">XPG 512GB GAMMIX S70 Blade - Works with Playstation 5, PCIe Gen4 M.2 2280 Internal Gaming SSD Up to 7,400 MB/s (AGAMMIXS70B-512G-CS)</a>",,,,
$0.14 ,$144 ,$74 ,256 GB x2,,microSD,Flash,New,"Lexar 256GB (2-Pack) Professional Silver Plus microSDXC Memory Card w/SD Adapter, UHS-I, C10, U3, V30, Full-HD & 4K Video, Up to 205/150 MB/s Read/Write, for Videographers, Gamers (LMSSIPL256G-B2ANU)","<a href=""https://www.amazon.com/dp/B0D4C6K63K"">Lexar 256GB (2-Pack) Professional Silver Plus microSDXC Memory Card w/SD Adapter, UHS-I, C10, U3, V30, Full-HD & 4K Video, Up to 205/150 MB/s Read/Write, for Videographers, Gamers (LMSSIPL256G-B2ANU)</a>",,,,
$0.14 ,$144 ,$18 ,128 GB,,microSD,Flash,New,"SanDisk 128GB microSDXC Card, Licensed for Nintendo Switch - SDSQXAO-128G-GNCZN","<a href=""https://www.amazon.com/dp/B07KXQX3S3"">SanDisk 128GB microSDXC Card, Licensed for Nintendo Switch - SDSQXAO-128G-GNCZN</a>","<a href=""https://www.amazon.com/dp/B07KXQX3S3"">SanDisk 128GB microSDXC Card, Licensed for Nintendo Switch - SDSQXAO-128G-GNCZN</a>",,,
$0.14 ,$144 ,$173 ,1.2 TB,,Internal,SAS,New,"HGST HUC101812CSS200 0B28807 1.2TB 10520 RPM 128MB SAS-12Gb/s 2.5"" HDD","<a href=""https://www.amazon.com/dp/B01LXAKE6W"">HGST HUC101812CSS200 0B28807 1.2TB 10520 RPM 128MB SAS-12Gb/s 2.5"" HDD</a>","<a href=""https://www.amazon.com/dp/B01LXAKE6W"">HGST HUC101812CSS200 0B28807 1.2TB 10520 RPM 128MB SAS-12Gb/s 2.5"" HDD</a>",,,
$0.14 ,$144 ,$65 ,450 GB,5 years,Internal,SAS,New,Seagate 450GB Cheetah SAS 6Gb/s 16MB Cache 3.5-Inch Internal Bare Drive (ST3450857SS),"<a href=""https://www.amazon.com/dp/B002P4MLOC"">Seagate 450GB Cheetah SAS 6Gb/s 16MB Cache 3.5-Inch Internal Bare Drive (ST3450857SS)</a>","<a href=""https://www.amazon.com/dp/B002P4MLOC"">Seagate 450GB Cheetah SAS 6Gb/s 16MB Cache 3.5-Inch Internal Bare Drive (ST3450857SS)</a>",,,
$0.15 ,$145 ,$145 ,1 TB,,Internal,SSD,New,"Western Digital 1TB WD Blue 3D NAND Internal PC SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS100T2B0A","<a href=""https://www.amazon.com/dp/B073SBQMCX"">Western Digital 1TB WD Blue 3D NAND Internal PC SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS100T2B0A</a>","<a href=""https://www.amazon.com/dp/B073SBQMCX"">Western Digital 1TB WD Blue 3D NAND Internal PC SSD - SATA III 6 Gb/s, 2.5""/7mm, Up to 560 MB/s - WDS100T2B0A</a>",,,
$0.15 ,$145 ,$290 ,2 TB,5 years,M.2,NVMe,New,PNY XLR8 CS3040 2TB M.2 NVMe Gen4 x4 Internal Solid State Drive (SSD) - M280CS3040-2TB-RB​,"<a href=""https://www.amazon.com/dp/B08KGXK4Z6"">PNY XLR8 CS3040 2TB M.2 NVMe Gen4 x4 Internal Solid State Drive (SSD) - M280CS3040-2TB-RB​</a>","<a href=""https://www.amazon.com/dp/B08KGXK4Z6"">PNY XLR8 CS3040 2TB M.2 NVMe Gen4 x4 Internal Solid State Drive (SSD) - M280CS3040-2TB-RB​</a>",,,
$0.15 ,$145 ,$9 ,64 GB,5 years,USB,Flash,Used,"SanDisk 64GB Ultra USB Type-C Flash Drive - SDCZ460-064G-G46, Black","<a href=""https://www.amazon.com/dp/B081DDS2MY"">SanDisk 64GB Ultra USB Type-C Flash Drive - SDCZ460-064G-G46, Black</a>","<a href=""https://www.amazon.com/dp/B081DDS2MY"">SanDisk 64GB Ultra USB Type-C Flash Drive - SDCZ460-064G-G46, Black</a>",,,
$0.15 ,$146 ,$58 ,400 GB,,Tape,LTO-3,Used,HPE Standard Storage Media - LTO Ultrium Green (Q2078A),"<a href=""https://www.amazon.com/dp/B078J22TMZ"">HPE Standard Storage Media - LTO Ultrium Green (Q2078A)</a>","<a href=""https://www.amazon.com/dp/B0788SKQRN"">HPE Standard Storage Media - LTO Ultrium Green (Q2078A)</a>","<a href=""https://www.amazon.com/dp/B0788SKQRN"">HPE Standard Storage Media - LTO Ultrium Green (Q2078A)</a>",,
$0.15 ,$146 ,$146 ,1 TB,,"Internal 2.5""",HDD,Used,"Western Digital Storite WD10JPCX 1TB 5400RPM 8MB Cache 2.5 inches Laptop Notebook Internal SATA 6Gb/s Hard Drive 9.5mm Height 5400RPM,Ideal For PS3/PS4/Xbox/RAID/NAS/CCTV/LAPTOP/MAC NOTEBOOK/DVR","<a href=""https://www.amazon.com/dp/B076P9HCJ1"">Western Digital Storite WD10JPCX 1TB 5400RPM 8MB Cache 2.5 inches Laptop Notebook Internal SATA 6Gb/s Hard Drive 9.5mm Height 5400RPM,Ideal For PS3/PS4/Xbox/RAID/NAS/CCTV/LAPTOP/MAC NOTEBOOK/DVR</a>","<a href=""https://www.amazon.com/dp/B076P9HCJ1"">Western Digital Storite WD10JPCX 1TB 5400RPM 8MB Cache 2.5 inches Laptop Notebook Internal SATA 6Gb/s Hard Drive 9.5mm Height 5400RPM,Ideal For PS3/PS4/Xbox/RAID/NAS/CCTV/LAPTOP/MAC NOTEBOOK/DVR</a>",,,
$0.15 ,$146 ,$73 ,25 GB x20,,Optical,BD-RE,New,Sony Blu-ray Disc BD Double speed 25GB RE_1 layer 20P for repeated recording,"<a href=""https://www.amazon.com/dp/B074SGF6J4"">Sony Blu-ray Disc BD Double speed 25GB RE_1 layer 20P for repeated recording</a>",,,,
$0.15 ,$146 ,$21 ,4.7 GB x30,,Optical,DVD-RW,New,DVD+RW 4.7GB BOXED 30PK,"<a href=""https://www.amazon.com/dp/B0032L3ZLA"">DVD+RW 4.7GB BOXED 30PK</a>",,,,
$0.15 ,$147 ,$147 ,1 TB,5 years,M.2,NVMe,New,"SAMSUNG 970 EVO SSD 1TB - M.2 NVMe Interface Internal Solid State Drive + 2mo Adobe CC Photography with V-NAND Technology (MZ-V7E1T0BW), Black/Red","<a href=""https://www.amazon.com/dp/B07BN217QG"">SAMSUNG 970 EVO SSD 1TB - M.2 NVMe Interface Internal Solid State Drive + 2mo Adobe CC Photography with V-NAND Technology (MZ-V7E1T0BW), Black/Red</a>",,,,
$0.15 ,$147 ,$295 ,2 TB,5 years,M.2,NVMe,New,"Crucial New 2024 T705 2TB PCIe Gen5 NVMe M.2 SSD - Up to 14,500 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT2000T705SSD3","<a href=""https://www.amazon.com/dp/B0CTRVZKG7"">Crucial New 2024 T705 2TB PCIe Gen5 NVMe M.2 SSD - Up to 14,500 MB/s - Game Ready - Internal Solid State Drive (PC) - +1mo Adobe CC - CT2000T705SSD3</a>",,,,
$0.15 ,$148 ,$295 ,2 TB,,M.2,NVMe,New,"INLAND Platinum 2TB SSD NVMe PCIe Gen 3.0x4 M.2 2280 3D NAND Internal Solid State Drive, R/W up to 3,400/3,000 MB/s, PCIe Express 3.1 and NVMe 1.3 Compatible, Utimate Gaming Solutions (2TB)","<a href=""https://www.amazon.com/dp/B08FSXCFJG"">INLAND Platinum 2TB SSD NVMe PCIe Gen 3.0x4 M.2 2280 3D NAND Internal Solid State Drive, R/W up to 3,400/3,000 MB/s, PCIe Express 3.1 and NVMe 1.3 Compatible, Utimate Gaming Solutions (2TB)</a>",,,,
$0.15 ,$148 ,$567 ,3.8 TB,5 years,U.2/U.3,NVMe,New,SAMSUNG PM9A3 3.84 TB Solid State Drive - 2.5 Internal - PCI Express NVMe [PCI Express NVMe 4.0 x4],"<a href=""https://www.amazon.com/dp/B0B83W15X6"">SAMSUNG PM9A3 3.84 TB Solid State Drive - 2.5 Internal - PCI Express NVMe [PCI Express NVMe 4.0 x4]</a>",,,,
$0.15 ,$148 ,$38 ,256 GB,2 years,USB,Flash,Used,"SanDisk 256GB iXpand Flash Drive Luxe - The 2-in-1 USB for iPhone, iPad, and Computer - Thumb Drive with Lightning and USB Type-C Connectors – SDIX70N-256G-GN6NE","<a href=""https://www.amazon.com/dp/B08JD2LXXG"">SanDisk 256GB iXpand Flash Drive Luxe - The 2-in-1 USB for iPhone, iPad, and Computer - Thumb Drive with Lightning and USB Type-C Connectors – SDIX70N-256G-GN6NE</a>","<a href=""https://www.amazon.com/dp/B08JD2LXXG"">SanDisk 256GB iXpand Flash Drive Luxe - The 2-in-1 USB for iPhone, iPad, and Computer - Thumb Drive with Lightning and USB Type-C Connectors – SDIX70N-256G-GN6NE</a>",,,
$0.15 ,$148 ,$148 ,1 TB,,External,SSD,New,"Samsung Portable SSD T7 Shield, 1TB, USB 3.2 Gen.2, 1050MB/s Read, 1000MB/s Write, Robust External Hard Drive Outdoor for Mac, PC and Smartphone, Black, MU-PE1T0S/EU","<a href=""https://www.amazon.com/dp/B09SBJJ4JW"">Samsung Portable SSD T7 Shield, 1TB, USB 3.2 Gen.2, 1050MB/s Read, 1000MB/s Write, Robust External Hard Drive Outdoor for Mac, PC and Smartphone, Black, MU-PE1T0S/EU</a>",,,,
$0.15 ,$148 ,$148 ,1 TB,5 years,M.2,NVMe,New,"WD_BLACK 1TB SN850 NVMe Internal Gaming SSD Solid State Drive with Heatsink - Works with PlayStation 5, Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDS100T1XHE","<a href=""https://www.amazon.com/dp/B08PHSVW7K"">WD_BLACK 1TB SN850 NVMe Internal Gaming SSD Solid State Drive with Heatsink - Works with PlayStation 5, Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDS100T1XHE</a>","<a href=""https://www.amazon.com/dp/B08PHSVW7K"">WD_BLACK 1TB SN850 NVMe Internal Gaming SSD Solid State Drive with Heatsink - Works with PlayStation 5, Gen4 PCIe, M.2 2280, Up to 7,000 MB/s - WDS100T1XHE</a>",,,
$0.15 ,$148 ,$74 ,500 GB,5 years,M.2,NVMe,New,PNY XLR8 CS3040 500GB M.2 NVMe Gen4 x4 Internal Solid State Drive (SSD) - M280CS3040-500-RB,"<a href=""https://www.amazon.com/dp/B08KGYH1V7"">PNY XLR8 CS3040 500GB M.2 NVMe Gen4 x4 Internal Solid State Drive (SSD) - M280CS3040-500-RB</a>",,,,
