Price per GB,Price per TB,Price,Capacity,Warranty,Form Factor,Technology,Condition,Affiliate Link,Affiliate Link HTML
kr0.350,kr350,kr1 399,4 TB,2 years,"Internal 3.5""",HDD,New,"WD LILA 4000GB 256MB 3,5IN SATA 6GB/S 5400 RPM","<a href=""https://www.amazon.se/dp/B09MSDP2DT"">WD LILA 4000GB 256MB 3,5IN SATA 6GB/S 5400 RPM</a>","<a href=""https://www.amazon.se/dp/B09MSDP2DT"">WD LILA 4000GB 256MB 3,5IN SATA 6GB/S 5400 RPM</a>"
kr0.352,kr352,kr2 111,6 TB,3 years,"Internal 3.5""",HDD,New,"Synology 6TB HAT3300 HDD - 1 miljon timmar MTBF, 180 TB/års arbetsbelastning, 5400 prm","<a href=""https://www.amazon.se/dp/B0C6FFF45R"">Synology 6TB HAT3300 HDD - 1 miljon timmar MTBF, 180 TB/års arbetsbelastning, 5400 prm</a>"
kr0.353,kr353,kr1 413,4 TB,3 years,"External 3.5""",HDD,New,"WD WDBPKJ0040BRD-WESN rzecz, 4 TB, Röd","<a href=""https://www.amazon.se/dp/B07VSH3ML6"">WD WDBPKJ0040BRD-WESN rzecz, 4 TB, Röd</a>"
kr0.354,kr354,kr1 415,4 TB,,"Internal 3.5""",HDD,New,"WD Blue 4 TB 3,5 tum intern hårddisk – 5 400 varv/rpM-klass, SATA 6 Gb/s, 256 MB cache, 2 års garanti","<a href=""https://www.amazon.se/dp/B0BNGLFBXV"">WD Blue 4 TB 3,5 tum intern hårddisk – 5 400 varv/rpM-klass, SATA 6 Gb/s, 256 MB cache, 2 års garanti</a>"
kr0.354,kr354,kr443,25 GB x50,2 years,Optical,BD-RE,New,"Verbatim BD-R SL Datalife 25 GB Blu-Ray-disk, 50-pack","<a href=""https://www.amazon.se/dp/B01GQN9ZGO"">Verbatim BD-R SL Datalife 25 GB Blu-Ray-disk, 50-pack</a>"
kr0.355,kr355,kr2 843,8 TB,,"Internal 3.5""",HDD,New,"Western Digital HDD Desk Red Pro 8 TB 3,5 SATA 6 GB 256 MB","<a href=""https://www.amazon.se/dp/B0D1V2K4LJ"">Western Digital HDD Desk Red Pro 8 TB 3,5 SATA 6 GB 256 MB</a>"
kr0.356,kr356,kr3 556,10 TB,2 years,"Internal 3.5""",HDD,New,Seagate Exos X18 10Tb HDD 512E/4KN SATA,"<a href=""https://www.amazon.se/dp/B09YNN27DR"">Seagate Exos X18 10Tb HDD 512E/4KN SATA</a>"
kr0.356,kr356,kr1 424,4 TB,3 years,"Internal 3.5""",HDD,New,"Seagate IronWolf, 4 TB, Intern Hårsddisk, NAS, CMR, 3,5"", SATA, 6 GB/s, 5400 RPM, 256 MB cache, NAS RAID, 3 års Rescue Services, FFP (ST4000VNZ06)","<a href=""https://www.amazon.se/dp/B09NHV3CK9"">Seagate IronWolf, 4 TB, Intern Hårsddisk, NAS, CMR, 3,5"", SATA, 6 GB/s, 5400 RPM, 256 MB cache, NAS RAID, 3 års Rescue Services, FFP (ST4000VNZ06)</a>"
kr0.357,kr357,kr4 282,12 TB,,Internal,SAS,New,EXOS X18 12TB SAS SED-FIPS 3.5IN 7200RPM Helium 512E/4K,"<a href=""https://www.amazon.se/dp/B0BM4SHJDM"">EXOS X18 12TB SAS SED-FIPS 3.5IN 7200RPM Helium 512E/4K</a>"
kr0.358,kr358,kr7 881,22 TB,,"Internal 3.5""",HDD,New,Hitachi WD Ultrastar DC HC570 0F48052 22TB,"<a href=""https://www.amazon.se/dp/B016J3E4K8"">Hitachi WD Ultrastar DC HC570 0F48052 22TB</a>"
kr0.361,kr361,kr2 166,6 TB,,"External 3.5""",HDD,New,"WD My Passport Ultra 6 TB (kompatibel med PC, Xbox och PS4, programvara för enhetshantering och säkerhetskopiering med lösenordsskydd, 256-bitars AES-hårdvarukryptering) Blå","<a href=""https://www.amazon.se/dp/B0D1V1JV9X"">WD My Passport Ultra 6 TB (kompatibel med PC, Xbox och PS4, programvara för enhetshantering och säkerhetskopiering med lösenordsskydd, 256-bitars AES-hårdvarukryptering) Blå</a>"
kr0.361,kr362,kr1 446,4 TB,2 years,"External 3.5""",HDD,New,"WD WDBWLG0040HBK-EESN Elements Desktop Hårddisk, Svart, 4 TB","<a href=""https://www.amazon.se/dp/B00JT8AJZ0"">WD WDBWLG0040HBK-EESN Elements Desktop Hårddisk, Svart, 4 TB</a>"
kr0.362,kr362,kr2 893,8 TB,,"Internal 3.5""",HDD,New,"Seagate IronWolf Pro, 8 TB, intern NAS HDD i företagsklass – CMR, 3,5”, SATA 6 Gb/s, 7200 RPM, 256 MB Cache för RAID-NAS, räddningstjänster - Frustrationsfri paketering (ST8000NTZ01)","<a href=""https://www.amazon.se/dp/B0B94L4K2J"">Seagate IronWolf Pro, 8 TB, intern NAS HDD i företagsklass – CMR, 3,5”, SATA 6 Gb/s, 7200 RPM, 256 MB Cache för RAID-NAS, räddningstjänster - Frustrationsfri paketering (ST8000NTZ01)</a>"
kr0.362,kr362,kr1 450,4 TB,2 years,"Internal 3.5""",HDD,Used,"WD LILA 4000GB 256MB 3,5IN SATA 6GB/S 5400 RPM","<a href=""https://www.amazon.se/dp/B09MSDP2DT"">WD LILA 4000GB 256MB 3,5IN SATA 6GB/S 5400 RPM</a>","<a href=""https://www.amazon.se/dp/B09MSDP2DT"">WD LILA 4000GB 256MB 3,5IN SATA 6GB/S 5400 RPM</a>"
kr0.363,kr363,kr2 901,8 TB,3 years,"Internal 3.5""",HDD,New,"Western Digital Purple Surveillance WD82PURZ 3,5"" Intern Hårddisk, Svart, Silver, 8 TB","<a href=""https://www.amazon.se/dp/B08KYGMVHX"">Western Digital Purple Surveillance WD82PURZ 3,5"" Intern Hårddisk, Svart, Silver, 8 TB</a>"
kr0.364,kr364,kr729,2 TB,1 year,"Internal 3.5""",HDD,Used,"Western Digital WD Purple WD20PURZ 2 TB Interne Festplatte, 3,5 Zoll HDD 64 MB, SATA 6 Gb/s, 5 400 RPM (förnyad)","<a href=""https://www.amazon.se/dp/B0DJD9YTNV"">Western Digital WD Purple WD20PURZ 2 TB Interne Festplatte, 3,5 Zoll HDD 64 MB, SATA 6 Gb/s, 5 400 RPM (förnyad)</a>"
kr0.366,kr366,kr2 929,8 TB,5 years,"Internal 3.5""",HDD,New,Toshiba 8TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT720UZSVA),"<a href=""https://www.amazon.se/dp/B07CVK6LKK"">Toshiba 8TB S300 Surveillance HDD - 3.5' SATA Internal Hard Drive Supports up to 64 HD cameras at a 180TB/Year workload (HDWT720UZSVA)</a>"
kr0.367,kr367,kr184,500 GB,,"Internal 3.5""",HDD,Used,"500 GB SATA 3,5 tum intern harddisk - 1 ars garanti WD SEAGATE HITACHI ALLA EN","<a href=""https://www.amazon.se/dp/B00HJ4XQ24"">500 GB SATA 3,5 tum intern harddisk - 1 ars garanti WD SEAGATE HITACHI ALLA EN</a>","<a href=""https://www.amazon.se/dp/B00HJ4XQ24"">500 GB SATA 3,5 tum intern harddisk - 1 ars garanti WD SEAGATE HITACHI ALLA EN</a>"
kr0.372,kr372,kr186,500 GB,,"Internal 3.5""",HDD,Used,Western Digital Intern hårddisk 500 GB/Sata 3.5Inc (renoverad),"<a href=""https://www.amazon.se/dp/B07RQS8NZM"">Western Digital Intern hårddisk 500 GB/Sata 3.5Inc (renoverad)</a>"
kr0.372,kr372,kr186,500 GB,,External,SSD,New,"Bärbar extern hårddisk, typ-C för bärbar extern datalagring, extern backup ssd-enhet, snabb överföring, brett användningsområde, 8 x 4,2 x 0,85 cm, 500 GB/1 TB för telefon, bärbar dator","<a href=""https://www.amazon.se/dp/B0DQKDZ7FX"">Bärbar extern hårddisk, typ-C för bärbar extern datalagring, extern backup ssd-enhet, snabb överföring, brett användningsområde, 8 x 4,2 x 0,85 cm, 500 GB/1 TB för telefon, bärbar dator</a>"
kr0.373,kr373,kr3 727,10 TB,5 years,Internal,SAS,New,"Seagate Exos 7E10 10 TB Intern hårddisk HDD - 3.5 Inch 4Kn SAS 12 Gb/s, 7,200 RPM, 256 MB Cache och 2M MTBF för Enterprise, Data Centre (ST10000NM003B)","<a href=""https://www.amazon.se/dp/B09FH8VHSZ"">Seagate Exos 7E10 10 TB Intern hårddisk HDD - 3.5 Inch 4Kn SAS 12 Gb/s, 7,200 RPM, 256 MB Cache och 2M MTBF för Enterprise, Data Centre (ST10000NM003B)</a>"
kr0.375,kr375,kr3 000,8 TB,5 years,Internal,SAS,New,"Seagate Exos 7E10 8 TB Intern hårddisk HDD - 3.5 Inch 512e/4Kn SAS 6 Gb/s, 7,200 RPM, 256 MB Cache och 2M MTBF för Enterprise, Data Centre (ST8000NM017B)","<a href=""https://www.amazon.se/dp/B09HC7KB7J"">Seagate Exos 7E10 8 TB Intern hårddisk HDD - 3.5 Inch 512e/4Kn SAS 6 Gb/s, 7,200 RPM, 256 MB Cache och 2M MTBF för Enterprise, Data Centre (ST8000NM017B)</a>"
kr0.376,kr376,kr1 503,4 TB,3 years,"External 3.5""",HDD,New,"WD My Passport för Mac Bärbar Hårddisk, 4 TB, Midnattsblå","<a href=""https://www.amazon.se/dp/B07VTNW4ZQ"">WD My Passport för Mac Bärbar Hårddisk, 4 TB, Midnattsblå</a>"
kr0.377,kr377,kr754,2 TB,,"Internal 3.5""",HDD,Used,"Seagate Desktop 3,5 tum 2 TB 7200 RPM 64 MB 6 GB/S intern SATA-enhet","<a href=""https://www.amazon.se/dp/B008FXHKVQ"">Seagate Desktop 3,5 tum 2 TB 7200 RPM 64 MB 6 GB/S intern SATA-enhet</a>","<a href=""https://www.amazon.se/dp/B008FXHKVQ"">Seagate Desktop 3,5 tum 2 TB 7200 RPM 64 MB 6 GB/S intern SATA-enhet</a>"
kr0.380,kr380,kr1 139,3 TB,,"Internal 3.5""",HDD,New,"Seagate BarraCuda ST3000DM007 3,5"" HDD SATA, Silver, 3 TB","<a href=""https://www.amazon.se/dp/B075YPRCWC"">Seagate BarraCuda ST3000DM007 3,5"" HDD SATA, Silver, 3 TB</a>","<a href=""https://www.amazon.se/dp/B075YPRCWC"">Seagate BarraCuda ST3000DM007 3,5"" HDD SATA, Silver, 3 TB</a>"
kr0.382,kr382,kr122,320 GB,,"Internal 3.5""",HDD,New,"Toshiba MK3276GSX 320GB SATA 3GB/s 5400rpm 2,5 tum intern hårddisk","<a href=""https://www.amazon.se/dp/B004UGUVU4"">Toshiba MK3276GSX 320GB SATA 3GB/s 5400rpm 2,5 tum intern hårddisk</a>"
kr0.383,kr383,kr1 532,4 TB,2 years,"Internal 3.5""",HDD,Used,"Western Digital WD Red Plus WD40EFZX NAS HDD, 4 TB","<a href=""https://www.amazon.se/dp/B08VH8C3WZ"">Western Digital WD Red Plus WD40EFZX NAS HDD, 4 TB</a>","<a href=""https://www.amazon.se/dp/B08VH8C3WZ"">Western Digital WD Red Plus WD40EFZX NAS HDD, 4 TB</a>"
kr0.384,kr384,kr767,2 TB,,"External 3.5""",HDD,New,Verbatim Store 'n' Go SuperSpeed I 2 TB I silver I extern hårddisk I USB 3.0 I extern hårddisk I för Windows & Mac OS X och Linux I bärbar hårddisk I USB-hårddisk I Hard Drive,"<a href=""https://www.amazon.se/dp/B00SK7UMOE"">Verbatim Store 'n' Go SuperSpeed I 2 TB I silver I extern hårddisk I USB 3.0 I extern hårddisk I för Windows & Mac OS X och Linux I bärbar hårddisk I USB-hårddisk I Hard Drive</a>"
kr0.384,kr384,kr2 301,6 TB,,"External 3.5""",HDD,New,"WD 6 TB My Passport Ultra, bärbar extern lagring, extern hårddisk, programvara med försvar mot ransomware, säkerhetskopiering och lösenordsskydd – 20:e Emerald Anniversay Edition","<a href=""https://www.amazon.se/dp/B0DGLD7PDY"">WD 6 TB My Passport Ultra, bärbar extern lagring, extern hårddisk, programvara med försvar mot ransomware, säkerhetskopiering och lösenordsskydd – 20:e Emerald Anniversay Edition</a>"
kr0.385,kr385,kr192,500 GB,,"Internal 3.5""",HDD,New,"Toshiba MQ01ABD050 500GB SATA 3GB/S 5400rpm 1 Tum 9,5 mm Intern Hårddisk","<a href=""https://www.amazon.se/dp/B0077IQ0AM"">Toshiba MQ01ABD050 500GB SATA 3GB/S 5400rpm 1 Tum 9,5 mm Intern Hårddisk</a>"
kr0.385,kr385,kr5 391,14 TB,2 years,"Internal 3.5""",HDD,New,Western Digital CAP HC530 14 TB 512 MB SATA Ult 512E SE DC,"<a href=""https://www.amazon.se/dp/B07PPQTT5P"">Western Digital CAP HC530 14 TB 512 MB SATA Ult 512E SE DC</a>"
kr0.391,kr391,kr1 565,4 TB,,"Internal 3.5""",HDD,Used,"WD Red Plus 4 TB NAS 3,5 tum intern hårddisk – 5 400 varv/rpM-klass, SATA 6 Gb/s, CMR, 256 MB cache","<a href=""https://www.amazon.se/dp/B0BNJDZ173"">WD Red Plus 4 TB NAS 3,5 tum intern hårddisk – 5 400 varv/rpM-klass, SATA 6 Gb/s, CMR, 256 MB cache</a>","<a href=""https://www.amazon.se/dp/B0BNJDZ173"">WD Red Plus 4 TB NAS 3,5 tum intern hårddisk – 5 400 varv/rpM-klass, SATA 6 Gb/s, CMR, 256 MB cache</a>"
kr0.392,kr392,kr196,500 GB,,"Internal 3.5""",HDD,New,"Western Digital WD5000AVDS AV 500 GB intern hårddisk (8,9 cm (3,5 tum), 7200 rpm, 32 MB cache, SATA-II)","<a href=""https://www.amazon.se/dp/B003DN39R2"">Western Digital WD5000AVDS AV 500 GB intern hårddisk (8,9 cm (3,5 tum), 7200 rpm, 32 MB cache, SATA-II)</a>"
kr0.393,kr393,kr1 574,4 TB,3 years,"External 3.5""",HDD,New,"WD 4TB My Passport Ultra Portable HDD USB-C with software for device management, backup and password protection - Works with PC, Xbox X, Xbox S, PS4 and PS5 - Silver","<a href=""https://www.amazon.se/dp/B07GK2PC5V"">WD 4TB My Passport Ultra Portable HDD USB-C with software for device management, backup and password protection - Works with PC, Xbox X, Xbox S, PS4 and PS5 - Silver</a>"
kr0.397,kr397,kr1 589,4 TB,2 years,"Internal 3.5""",HDD,New,"Western Digital WD Red Plus WD40EFZX NAS HDD, 4 TB","<a href=""https://www.amazon.se/dp/B08VH8C3WZ"">Western Digital WD Red Plus WD40EFZX NAS HDD, 4 TB</a>","<a href=""https://www.amazon.se/dp/B08VH8C3WZ"">Western Digital WD Red Plus WD40EFZX NAS HDD, 4 TB</a>"
kr0.397,kr397,kr1 589,4 TB,,"Internal 3.5""",HDD,New,"WD Red Plus 4 TB NAS 3,5 tum intern hårddisk – 5 400 varv/rpM-klass, SATA 6 Gb/s, CMR, 256 MB cache","<a href=""https://www.amazon.se/dp/B0BNJDZ173"">WD Red Plus 4 TB NAS 3,5 tum intern hårddisk – 5 400 varv/rpM-klass, SATA 6 Gb/s, CMR, 256 MB cache</a>","<a href=""https://www.amazon.se/dp/B0BNJDZ173"">WD Red Plus 4 TB NAS 3,5 tum intern hårddisk – 5 400 varv/rpM-klass, SATA 6 Gb/s, CMR, 256 MB cache</a>"
kr0.400,kr400,kr799,2 TB,2 years,"Internal 3.5""",HDD,New,"Seagate BarraCuda, 2TB, Intern Hårddisk, 3,5"", SATA, 6GB/s, 7200 RPM, 64 MB cache, för stationär dator, FFP (ST2000DMZ08)","<a href=""https://www.amazon.se/dp/B07H2RR55Q"">Seagate BarraCuda, 2TB, Intern Hårddisk, 3,5"", SATA, 6GB/s, 7200 RPM, 64 MB cache, för stationär dator, FFP (ST2000DMZ08)</a>"
kr0.402,kr402,kr6 430,16 TB,,Internal,SAS,New,"Seagate Exos X18 ST16000NM004JSP 16 TB hårddisk - 3,5"" intern - SAS (12Gb/s SAS)","<a href=""https://www.amazon.se/dp/B09DR3NQDF"">Seagate Exos X18 ST16000NM004JSP 16 TB hårddisk - 3,5"" intern - SAS (12Gb/s SAS)</a>"
kr0.403,kr403,kr605,1.5 TB,,Tape,LTO-5,New,DELL 1500GB/3000GB LTO-5 Backup Tape,"<a href=""https://www.amazon.se/dp/B00OGPHZ8A"">DELL 1500GB/3000GB LTO-5 Backup Tape</a>"
kr0.403,kr403,kr1 612,4 TB,,Internal,SSD,New,"Western Digital WD40EZAZ Hårddisk Lagring 4 TB, SATA 6 Gb/s, 3,5 tum, 5400 rpm, Svart","<a href=""https://www.amazon.se/dp/B087QTVCHH"">Western Digital WD40EZAZ Hårddisk Lagring 4 TB, SATA 6 Gb/s, 3,5 tum, 5400 rpm, Svart</a>"
kr0.404,kr404,kr404,1 TB,1 year,"External 3.5""",HDD,New,"Toshiba 1TB 5400RPM 8MB cache SATA 3,0 Gb/s 2,5 tum notebook hårddisk (MQ01ABD100V) - 1 års garanti, USB","<a href=""https://www.amazon.se/dp/B07NGTZWWZ"">Toshiba 1TB 5400RPM 8MB cache SATA 3,0 Gb/s 2,5 tum notebook hårddisk (MQ01ABD100V) - 1 års garanti, USB</a>"
kr0.404,kr404,kr404,1 TB,,"Internal 3.5""",HDD,New,"Toshiba MQ01ABD100 1000 GB intern hårddisk (6,4 cm (2,5 tum), 5 400 rpm, 8 MB cache, SATA)","<a href=""https://www.amazon.se/dp/B009AYVNMQ"">Toshiba MQ01ABD100 1000 GB intern hårddisk (6,4 cm (2,5 tum), 5 400 rpm, 8 MB cache, SATA)</a>","<a href=""https://www.amazon.se/dp/B009AYVNMQ"">Toshiba MQ01ABD100 1000 GB intern hårddisk (6,4 cm (2,5 tum), 5 400 rpm, 8 MB cache, SATA)</a>"
kr0.404,kr404,kr404,1 TB,3 years,"Internal 3.5""",HDD,New,"Toshiba 1TB 5400RPM 8MB cache SATA 3.0Gb/s 2,5"" PS3/PS4-hårddisk - 3 års garanti","<a href=""https://www.amazon.se/dp/B07NGKRNVF"">Toshiba 1TB 5400RPM 8MB cache SATA 3.0Gb/s 2,5"" PS3/PS4-hårddisk - 3 års garanti</a>"
kr0.404,kr404,kr404,1 TB,,"Internal 3.5""",HDD,New,Toshiba MQ01ABD100 1000 GB Intern,"<a href=""https://www.amazon.se/dp/B008YDNARU"">Toshiba MQ01ABD100 1000 GB Intern</a>","<a href=""https://www.amazon.se/dp/B008YDNARU"">Toshiba MQ01ABD100 1000 GB Intern</a>"
kr0.406,kr406,kr1 218,3 TB,,"Internal 3.5""",HDD,Used,"WD Caviar 3TB SATA 6 GB/s 64MB cache 3,5"" OEM intern hårddisk grön","<a href=""https://www.amazon.se/dp/B004RORMF6"">WD Caviar 3TB SATA 6 GB/s 64MB cache 3,5"" OEM intern hårddisk grön</a>","<a href=""https://www.amazon.se/dp/B004RORMF6"">WD Caviar 3TB SATA 6 GB/s 64MB cache 3,5"" OEM intern hårddisk grön</a>"
kr0.407,kr407,kr509,50 GB x25,2 years,Optical,BD-R,New,"Intenso Blu-Ray 50 GB, 6 x hastighet, inspelningskabel – 25 st kaklåda","<a href=""https://www.amazon.se/dp/B0CG9HH4NM"">Intenso Blu-Ray 50 GB, 6 x hastighet, inspelningskabel – 25 st kaklåda</a>"
kr0.408,kr408,kr4 897,12 TB,2 years,Internal,SAS,New,Seagate Exos X18 12Tb HDD 512E/4KN SAS,"<a href=""https://www.amazon.se/dp/B09YRZ1JPC"">Seagate Exos X18 12Tb HDD 512E/4KN SAS</a>"
kr0.410,kr410,kr410,1 TB,,"Internal 3.5""",HDD,Used,Western Digital WD10EZEX Caviar BLUE 1000 GB intern,"<a href=""https://www.amazon.se/dp/B0711YN12S"">Western Digital WD10EZEX Caviar BLUE 1000 GB intern</a>","<a href=""https://www.amazon.se/dp/B0711YN12S"">Western Digital WD10EZEX Caviar BLUE 1000 GB intern</a>"
kr0.412,kr412,kr2 470,6 TB,3 years,"Internal 3.5""",HDD,New,WD Red 6TB NAS HDD,"<a href=""https://www.amazon.se/dp/B00N4UVVGA"">WD Red 6TB NAS HDD</a>"
kr0.412,kr412,kr824,2 TB,2 years,"External 3.5""",HDD,New,"Seagate Portable Amazon Special Edition, 2 TB, USB 3.0 Bärbar Extern Hårsddisk, för Mac, PC, 2 års Rescue Services (STGX2000400)","<a href=""https://www.amazon.se/dp/B07CRG94G3"">Seagate Portable Amazon Special Edition, 2 TB, USB 3.0 Bärbar Extern Hårsddisk, för Mac, PC, 2 års Rescue Services (STGX2000400)</a>"
kr0.412,kr412,kr3 295,8 TB,2 years,"External 3.5""",HDD,New,"LaCie d2 Professional, 8 TB, Extern Hårsddisk, USB-C, 7200 RPM, företagsenheter, för Mac och PC, 1 månad Adobe CC, 5 års Rescue Services (STHA8000800)","<a href=""https://www.amazon.se/dp/B07N24G1V8"">LaCie d2 Professional, 8 TB, Extern Hårsddisk, USB-C, 7200 RPM, företagsenheter, för Mac och PC, 1 månad Adobe CC, 5 års Rescue Services (STHA8000800)</a>"
kr0.412,kr412,kr1 648,4 TB,3 years,"Internal 3.5""",HDD,New,"Synology 4TB HAT3300 HDD - 1 miljon timmar MTBF, 180 TB/års arbetsbelastning, 5400 prm","<a href=""https://www.amazon.se/dp/B0C6FGQLT4"">Synology 4TB HAT3300 HDD - 1 miljon timmar MTBF, 180 TB/års arbetsbelastning, 5400 prm</a>"
kr0.416,kr416,kr1 662,4 TB,3 years,"External 3.5""",HDD,New,"WD 4TB My Passport Portable HDD USB 3.0 with software for device management, backup and password protection - Black - Works with PC, Xbox and PS4","<a href=""https://www.amazon.se/dp/B07VTW2LPX"">WD 4TB My Passport Portable HDD USB 3.0 with software for device management, backup and password protection - Black - Works with PC, Xbox and PS4</a>"
kr0.416,kr416,kr2 494,6 TB,,"Internal 3.5""",HDD,New,"Seagate Exos 7E8 (ST6000NM0115) 6TB 7200RPM 256MB cache SATA 6Gb/s (512e) 3,5-tums företagshårdskiva","<a href=""https://www.amazon.se/dp/B08W2GX8J5"">Seagate Exos 7E8 (ST6000NM0115) 6TB 7200RPM 256MB cache SATA 6Gb/s (512e) 3,5-tums företagshårdskiva</a>"
kr0.416,kr416,kr14 967,18 TB x2,5 years,"Internal 3.5""",HDD,New,SanDisk Professional 36 TB G-RAID MIRROR RAID Thunderbolt 3 hårddisk i företagsklass för dator (40 Gbps) upp till 260 MB/s 7200RPM Ultrastar-hårddisk inuti,"<a href=""https://www.amazon.se/dp/B0CDTX9S8R"">SanDisk Professional 36 TB G-RAID MIRROR RAID Thunderbolt 3 hårddisk i företagsklass för dator (40 Gbps) upp till 260 MB/s 7200RPM Ultrastar-hårddisk inuti</a>"
kr0.417,kr417,kr5 009,12 TB,2 years,Internal,SAS,New,Seagate Exos X18 12Tb HDD 512E/4KN SAS SED,"<a href=""https://www.amazon.se/dp/B09YNLP5DD"">Seagate Exos X18 12Tb HDD 512E/4KN SAS SED</a>"
kr0.419,kr419,kr838,2 TB,2 years,"Internal 3.5""",HDD,New,"WD Blue WD20EZBX-SPAYRA0 3,5"" Intern HDD-disk, Flerfärgad, 2 TB","<a href=""https://www.amazon.se/dp/B08VH8R94B"">WD Blue WD20EZBX-SPAYRA0 3,5"" Intern HDD-disk, Flerfärgad, 2 TB</a>"
kr0.422,kr422,kr5 058,12 TB,,"Internal 3.5""",HDD,New,SEAGATE Exos X24 SATA 12TB 512e/4kn,"<a href=""https://www.amazon.se/dp/B0CNSYBDVR"">SEAGATE Exos X24 SATA 12TB 512e/4kn</a>"
kr0.422,kr422,kr5 058,12 TB,,"Internal 3.5""",HDD,New,Seagate Exos X24 ST12000NM002H - 12 TB,"<a href=""https://www.amazon.se/dp/B0CN5KRQKL"">Seagate Exos X24 ST12000NM002H - 12 TB</a>"
kr0.425,kr425,kr1 700,4 TB,,"Internal 3.5""",HDD,Used,"Western Digital WD40EFRX Intern Hårddisk, SATA, 4 TB","<a href=""https://www.amazon.se/dp/B01A3U0H40"">Western Digital WD40EFRX Intern Hårddisk, SATA, 4 TB</a>","<a href=""https://www.amazon.se/dp/B01A3U0H40"">Western Digital WD40EFRX Intern Hårddisk, SATA, 4 TB</a>"
kr0.425,kr425,kr638,1.5 TB,,Tape,LTO-5,Used,"IBM 46X1290 tomt band - jungfruband (LTO, 3 000 GB, brun, 1 500 GB)","<a href=""https://www.amazon.se/dp/B00NP6CM98"">IBM 46X1290 tomt band - jungfruband (LTO, 3 000 GB, brun, 1 500 GB)</a>"
kr0.426,kr426,kr2 130,5 TB,3 years,"External 2.5""",HDD,New,"WD My Passport Ultra för Mac extern hårddisk 5 TB (mobilminne, nedladdningsbar programvara, lösenordsskydd, Mac-kompatibel, lätt att använda) Silver","<a href=""https://www.amazon.se/dp/B07WZYM7RQ"">WD My Passport Ultra för Mac extern hårddisk 5 TB (mobilminne, nedladdningsbar programvara, lösenordsskydd, Mac-kompatibel, lätt att använda) Silver</a>"
kr0.433,kr433,kr5 195,12 TB,2 years,Internal,SAS,New,"ENTERPRISE C EXOS X18 12 TB 3,5 tum 7200 RPM SAS HELIUM 512E","<a href=""https://www.amazon.se/dp/B09DVRVP1J"">ENTERPRISE C EXOS X18 12 TB 3,5 tum 7200 RPM SAS HELIUM 512E</a>"
kr0.433,kr433,kr5 195,12 TB,,Internal,SAS,New,SEAGATE Exos X24 12To SAS 512e/4Kn,"<a href=""https://www.amazon.se/dp/B0CNSXHFQ2"">SEAGATE Exos X24 12To SAS 512e/4Kn</a>"
kr0.433,kr433,kr1 300,3 TB,,"Internal 3.5""",HDD,Used,Western Digital WD30EFRZ intern hårddisk 3TB,"<a href=""https://www.amazon.se/dp/B00SPBZS3K"">Western Digital WD30EFRZ intern hårddisk 3TB</a>","<a href=""https://www.amazon.se/dp/B00SPBZS3K"">Western Digital WD30EFRZ intern hårddisk 3TB</a>"
kr0.433,kr433,kr2 600,6 TB,,"Internal 3.5""",HDD,New,"Western Digital WD60EFRX 6TB SATA 64MB 3,5"" HD Röd","<a href=""https://www.amazon.se/dp/B00O1HXY4W"">Western Digital WD60EFRX 6TB SATA 64MB 3,5"" HD Röd</a>","<a href=""https://www.amazon.se/dp/B00O1HXY4W"">Western Digital WD60EFRX 6TB SATA 64MB 3,5"" HD Röd</a>"
kr0.435,kr435,kr870,2 TB,2 years,"Internal 3.5""",HDD,Used,"WD_BLACK 2 TB prestanda 3,5 tum intern hårddisk – 7 200 varv/rpM-klass, SATA 6 Gb/s, 64 MB cache, 5 års garanti","<a href=""https://www.amazon.se/dp/B00FJRS628"">WD_BLACK 2 TB prestanda 3,5 tum intern hårddisk – 7 200 varv/rpM-klass, SATA 6 Gb/s, 64 MB cache, 5 års garanti</a>","<a href=""https://www.amazon.se/dp/B00FJRS628"">WD_BLACK 2 TB prestanda 3,5 tum intern hårddisk – 7 200 varv/rpM-klass, SATA 6 Gb/s, 64 MB cache, 5 års garanti</a>"
kr0.435,kr435,kr4 355,10 TB,2 years,Internal,SAS,New,Seagate Exos X18 10Tb HDD 512E/4KN SAS,"<a href=""https://www.amazon.se/dp/B09YNQVTL2"">Seagate Exos X18 10Tb HDD 512E/4KN SAS</a>"
kr0.439,kr439,kr6 146,14 TB,,"Internal 3.5""",HDD,New,"Seagate IronWolf 14 TB NAS intern hårddisk HDD – 3,5 tum SATA 6 Gb/s 7200 RPM 256 MB cache för RAID-nätverksansluten lagring (ST14000VN0008)","<a href=""https://www.amazon.se/dp/B07H7CW4YT"">Seagate IronWolf 14 TB NAS intern hårddisk HDD – 3,5 tum SATA 6 Gb/s 7200 RPM 256 MB cache för RAID-nätverksansluten lagring (ST14000VN0008)</a>"
